EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
AA1250,A10,KINLOCHLEVEN HIGH SCHOOL,EM,HOLIDAY PAY,1819,214.15
AB1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI NONTEACHERS,1819,2186.1
AB1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1819,77302.93
AB1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI SUPPLY COVER,1819,-2033.83
AC1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1819,7587.49
AC1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1819,126403.61
AC1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1819,-3677.63
AD1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTERNAL HIRED LABOUR,1819,25484.75
AH1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAINING COURSES,1819,1137.12
AH1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTRA QUALIFICATION COURSE/BA,1819,837.0
AH1010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,STAFF DEVELOPMENT,1819,260.0
AS1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1819,3793.0
CA1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,DERV,1819,1274.18
CB1006,A10,KINLOCHLEVEN HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1819,4381.12
CB1007,A10,KINLOCHLEVEN HIGH SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,1819,72.18
CC1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1819,10091.86
CC2000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CAR HIRE,1819,437.42
CC2020,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CARRIAGE/FREIGHT,1819,32.49
CD1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FARES,1819,1024.72
CF1004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1819,2067.04
DA2040,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1819,125.0
DA4550,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1819,437.52
DA4556,A10,KINLOCHLEVEN HIGH SCHOOL,EM,HOME ECONOMICS SUPPLIES,1819,119.83
DA5000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FURNISHINGS,1819,1275.05
DB2010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FOOD,1819,16.71
DB3010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MEALS&HOSPITALITY,1819,124.88
DD2000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,STATIONERY,1819,749.74
DD3001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,1819,1242.58
DD3003,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS MONO,1819,1395.0
DD3004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS COLOUR,1819,931.94
DD4001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,1819,-207.67
DF1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,COMPUTER SUPPLIES PURCHASE,1819,1518.33
DF4001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1819,56.52
DF7000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,POSTAGES,1819,259.51
DF9000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1819,134.03
DG1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,ACCOMMODATION,1819,1998.95
DG1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAINING ACCOMMODATION,1819,297.31
DG3200,A10,KINLOCHLEVEN HIGH SCHOOL,EM,INSURANCE EXPENDITURE,1819,88.94
DG4000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUBSISTENCE,1819,74.09
DH3100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUBSCRIPTIONS TO ORGANISATIONS,1819,369.0
DK9500,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MISCELLANEOUS SUPPLIES,1819,988.58
EE1200,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1819,13772.25
KC1936,A10,KINLOCHLEVEN HIGH SCHOOL,EM,OTHER FEES/CHARGES,1819,150.0
KC9500,A10,KINLOCHLEVEN HIGH SCHOOL,EM,OTHER MISC INCOME,1819,-970.05
XH1050,A10,KINLOCHLEVEN HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1819,-17131.34
DA4550,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,CLASSROOM SUPPLIES,1819,8590.48
DD2000,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,STATIONERY,1819,753.62
DD4001,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1819,2223.02
AH1000,A21,KINLOCHLEVEN HIGH SCHOOL,ADD FUNDS,TRAINING COURSES,1819,2190.0
DD4001,A21,KINLOCHLEVEN HIGH SCHOOL,ADD FUNDS,BOOKS TEXT BOOKS/STATIONERY,1819,9.6
FA3000,A21,KINLOCHLEVEN HIGH SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1819,474.22
KE3000,A21,KINLOCHLEVEN HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1819,-1216.0
DA4550,A50,KINLOCHLEVEN HIGH SCHOOL,ART,CLASSROOM SUPPLIES,1819,298.23
DA4551,A50,KINLOCHLEVEN HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1819,354.75
DA4550,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,1819,52.85
DA4555,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,1819,22.85
DA4550,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,CLASSROOM SUPPLIES,1819,110.09
DD4001,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1819,93.5
DA4550,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,1819,250.61
DA4555,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,1819,616.29
DA4550,A58,KINLOCHLEVEN HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1819,385.03
DD4001,A58,KINLOCHLEVEN HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1819,221.95
DA4550,A60,KINLOCHLEVEN HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,1819,212.66
DD4001,A60,KINLOCHLEVEN HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1819,110.5
DA4550,A61,KINLOCHLEVEN HIGH SCHOOL,HISTORY,CLASSROOM SUPPLIES,1819,134.94
DA4556,A62,KINLOCHLEVEN HIGH SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,1819,630.5
DD4001,A62,KINLOCHLEVEN HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1819,91.52
DA4550,A64,KINLOCHLEVEN HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1819,153.39
DA4550,A66,KINLOCHLEVEN HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1819,329.27
DD4001,A66,KINLOCHLEVEN HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,1819,295.96
DA4550,A67,KINLOCHLEVEN HIGH SCHOOL,MOD LANG,CLASSROOM SUPPLIES,1819,207.82
DD4001,A67,KINLOCHLEVEN HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1819,43.8
DA4554,A69,KINLOCHLEVEN HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1819,798.64
DD4001,A69,KINLOCHLEVEN HIGH SCHOOL,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1819,136.98
DD4001,A70,KINLOCHLEVEN HIGH SCHOOL,PE,BOOKS TEXT BOOKS/STATIONERY,1819,880.86
DA4550,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,1819,119.41
DA4555,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,1819,249.31
DD4001,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,BOOKS TEXT BOOKS/STATIONERY,1819,24.46
DA4555,A74,KINLOCHLEVEN HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1819,361.23
DA4550,A76,KINLOCHLEVEN HIGH SCHOOL,SCIENCE SG,CLASSROOM SUPPLIES,1819,118.31
DD4001,A78,KINLOCHLEVEN HIGH SCHOOL,SCI TECHNCN,BOOKS TEXT BOOKS/STATIONERY,1819,9.55
DA4550,A79,KINLOCHLEVEN HIGH SCHOOL,TECHNICAL,CLASSROOM SUPPLIES,1819,1246.76
DA4552,A79,KINLOCHLEVEN HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1819,99.48
AA1103,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,AUX STAFF EDUCATION BASIC PAY,1819,407.06
AB1000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,NI NONTEACHERS,1819,5.35
AE1600,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,MISCELLANEOUS,1819,784.0
AS1000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,1819,0.29
DA4550,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,CLASSROOM SUPPLIES,1819,341.61
DD4001,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,BOOKS TEXT BOOKS/STATIONERY,1819,-341.61
EF1003,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,VOLUNTARY ASSOCS/OTHER BODIES,1819,4815.0
KA3000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,1819,-6011.7
AA1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,APT&C BASIC PAY,1920,36737.31
AA1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1920,755708.26
AA1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1920,5684.36
AA1110,A10,KINLOCHLEVEN HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1920,8217.51
AA1250,A10,KINLOCHLEVEN HIGH SCHOOL,EM,HOLIDAY PAY,1920,280.99
AB1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI NONTEACHERS,1920,3766.26
AB1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1920,81511.55
AB1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI SUPPLY COVER,1920,475.48
AC1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1920,4063.01
AC1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1920,154596.49
AC1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1920,1357.04
AD1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTERNAL HIRED LABOUR,1920,17913.58
AE1600,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MISCELLANEOUS,1920,326.92
AH1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAINING COURSES,1920,563.0
AH1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTRA QUALIFICATION COURSE/BA,1920,1500.0
AH1010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,STAFF DEVELOPMENT,1920,120.0
AS1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1920,4098.31
CA1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,DERV,1920,1107.65
CA2010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,OIL,1920,10.0
CB1006,A10,KINLOCHLEVEN HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1920,5188.81
CB1007,A10,KINLOCHLEVEN HIGH SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,1920,135.55
CC1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1920,1920.37
CC2000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CAR HIRE,1920,367.97
CF1004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1920,1461.17
CF1006,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PARKING,1920,51.99
DA4040,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SANITARY PRODUCTS TOWELS,1920,105.92
DA4041,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SANITARY PRODUCTS TAMPONS,1920,93.1
DA4042,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SANITARY PRODUCTS OTHER,1920,128.12
DA4550,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1920,1447.11
DA4553,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PE SUPPLIES,1920,15.68
DA4556,A10,KINLOCHLEVEN HIGH SCHOOL,EM,HOME ECONOMICS SUPPLIES,1920,82.35
DA5000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FURNISHINGS,1920,518.0
DB3010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MEALS&HOSPITALITY,1920,144.0
DD2000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,STATIONERY,1920,962.28
DD3001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,1920,1410.1
DD3003,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS MONO,1920,1328.86
DD3004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS COLOUR,1920,716.16
DD4001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,1920,80.9
DE2035,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PAYMENT OF ENTERTAINERS,1920,250.0
DF1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,COMPUTER SUPPLIES PURCHASE,1920,135.3
DF4001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1920,1197.24
DF7000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,POSTAGES,1920,185.86
DF9000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1920,123.36
DG1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,ACCOMMODATION,1920,8.33
DG1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAINING ACCOMMODATION,1920,8.33
DH3100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUBSCRIPTIONS TO ORGANISATIONS,1920,2439.0
DK9500,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MISCELLANEOUS SUPPLIES,1920,900.06
EE1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PAYMENT GOVT DEPT/AGENCY SERVS,1920,2340.0
EE1200,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1920,14256.38
KC1936,A10,KINLOCHLEVEN HIGH SCHOOL,EM,OTHER FEES/CHARGES,1920,-841.98
KC9500,A10,KINLOCHLEVEN HIGH SCHOOL,EM,OTHER MISC INCOME,1920,899.93
XH1050,A10,KINLOCHLEVEN HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1920,-13190.55
DA4550,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,CLASSROOM SUPPLIES,1920,3144.62
DD2000,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,STATIONERY,1920,73.27
DD4001,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1920,1438.14
KE3000,A21,KINLOCHLEVEN HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1920,-1091.0
DA4550,A50,KINLOCHLEVEN HIGH SCHOOL,ART,CLASSROOM SUPPLIES,1920,34.15
DA4551,A50,KINLOCHLEVEN HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1920,779.91
DA4550,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,1920,247.29
DA4555,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,1920,457.07
DD4001,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,1920,77.75
DA4550,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,CLASSROOM SUPPLIES,1920,304.96
DD4001,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1920,139.2
DA4550,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,1920,302.6
DA4555,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,1920,134.87
AS1000,A56,KINLOCHLEVEN HIGH SCHOOL,COMPOSITES,APPRENTICESHIP LEVY COST,1920,8.46
DA4550,A57,KINLOCHLEVEN HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,1920,181.5
DD4001,A57,KINLOCHLEVEN HIGH SCHOOL,COMPUTING,BOOKS TEXT BOOKS/STATIONERY,1920,29.54
DA4550,A58,KINLOCHLEVEN HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1920,37.9
DD4001,A58,KINLOCHLEVEN HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1920,564.4
DD4001,A60,KINLOCHLEVEN HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1920,146.2
DD4001,A61,KINLOCHLEVEN HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1920,151.34
DA4556,A62,KINLOCHLEVEN HIGH SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,1920,137.67
DA4550,A64,KINLOCHLEVEN HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1920,65.6
DD4001,A64,KINLOCHLEVEN HIGH SCHOOL,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,1920,33.46
DA4550,A66,KINLOCHLEVEN HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1920,645.37
DD4001,A66,KINLOCHLEVEN HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,1920,603.49
DA4550,A67,KINLOCHLEVEN HIGH SCHOOL,MOD LANG,CLASSROOM SUPPLIES,1920,201.84
DD4001,A67,KINLOCHLEVEN HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1920,30.95
DA4554,A69,KINLOCHLEVEN HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1920,93.7
DD4001,A69,KINLOCHLEVEN HIGH SCHOOL,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1920,36.33
DD4001,A70,KINLOCHLEVEN HIGH SCHOOL,PE,BOOKS TEXT BOOKS/STATIONERY,1920,640.44
DA4550,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,1920,134.04
DA4555,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,1920,354.54
DD4001,A71,KINLOCHLEVEN HIGH SCHOOL,PHYSICS,BOOKS TEXT BOOKS/STATIONERY,1920,21.75
DA4555,A74,KINLOCHLEVEN HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1920,70.62
DA4550,A76,KINLOCHLEVEN HIGH SCHOOL,SCIENCE SG,CLASSROOM SUPPLIES,1920,143.75
DA4550,A79,KINLOCHLEVEN HIGH SCHOOL,TECHNICAL,CLASSROOM SUPPLIES,1920,-25.7
AA1001,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,APT&C BASIC PAY,1920,89.76
AA1103,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,AUX STAFF EDUCATION BASIC PAY,1920,6856.72
AB1000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,NI NONTEACHERS,1920,298.91
AC1000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,SUPERANN NON TEACHERS,1920,795.73
AS1000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,1920,36.05
KA3000,PEF,KINLOCHLEVEN HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,1920,-8077.17
AA1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,APT&C BASIC PAY,2021,41209.2
AA1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,2021,764750.6
AA1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,2021,19436.9
AA1103,A10,KINLOCHLEVEN HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,2021,3299.04
AB1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI NONTEACHERS,2021,3389.66
AB1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI PERMANENT TEACHERS,2021,84204.4
AB1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,NI SUPPLY COVER,2021,702.09
AC1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN NON TEACHERS,2021,4084.22
AC1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,2021,170059.92
AC1101,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,2021,1859.55
AD1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTERNAL HIRED LABOUR,2021,5075.0
AH1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAINING COURSES,2021,550.0
AH1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,EXTRA QUALIFICATION COURSE/BA,2021,1400.0
AS1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,2021,4119.3
CA1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,DERV,2021,110.3
CB1006,A10,KINLOCHLEVEN HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,2021,4952.45
CD1000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FARES,2021,85.66
CF1004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,2021,433.84
CF1006,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PARKING,2021,1.0
DA4000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MATERIALS,2021,79.6
DA4042,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SANITARY PRODUCTS OTHER,2021,29.36
DA4550,A10,KINLOCHLEVEN HIGH SCHOOL,EM,CLASSROOM SUPPLIES,2021,749.72
DA5000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,FURNISHINGS,2021,2800.08
DB3010,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MEALS&HOSPITALITY,2021,400.2
DD3001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,2021,532.81
DD3003,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS MONO,2021,415.82
DD3004,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MPS COSTS COLOUR,2021,154.7
DF1001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,COMPUTER SUPPLIES PURCHASE,2021,1375.05
DF4001,A10,KINLOCHLEVEN HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,2021,224.42
DF7000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,POSTAGES,2021,528.51
DF9000,A10,KINLOCHLEVEN HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,2021,163.49
DH3100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SUBSCRIPTIONS TO ORGANISATIONS,2021,1768.33
DK9500,A10,KINLOCHLEVEN HIGH SCHOOL,EM,MISCELLANEOUS SUPPLIES,2021,250.0
EE1100,A10,KINLOCHLEVEN HIGH SCHOOL,EM,PAYMENT GOVT DEPT/AGENCY SERVS,2021,2563.37
EE1200,A10,KINLOCHLEVEN HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,2021,13760.42
XH1050,A10,KINLOCHLEVEN HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,2021,-34079.54
DA4550,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,CLASSROOM SUPPLIES,2021,4973.81
DD2000,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,STATIONERY,2021,202.23
DD4001,A11,KINLOCHLEVEN HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,2021,1544.5
DA4550,A50,KINLOCHLEVEN HIGH SCHOOL,ART,CLASSROOM SUPPLIES,2021,311.53
DA4551,A50,KINLOCHLEVEN HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,2021,492.41
DA4550,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,2021,30.85
DA4555,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,2021,138.25
DD4001,A51,KINLOCHLEVEN HIGH SCHOOL,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,2021,123.58
DA4550,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,CLASSROOM SUPPLIES,2021,320.72
DD4001,A52,KINLOCHLEVEN HIGH SCHOOL,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,2021,184.78
DA4550,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,2021,57.74
DA4555,A54,KINLOCHLEVEN HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,2021,79.86
DD4001,A58,KINLOCHLEVEN HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,2021,1088.98
DA4550,A60,KINLOCHLEVEN HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,2021,192.77
DD4001,A60,KINLOCHLEVEN HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,2021,252.24
DA4550,A61,KINLOCHLEVEN HIGH SCHOOL,HISTORY,CLASSROOM SUPPLIES,2021,138.56
DD4001,A61,KINLOCHLEVEN HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,2021,293.85
DA4556,A62,KINLOCHLEVEN HIGH SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,2021,314.19
