SEEDCODE,LOCAL AUTHORITY,SCHOOL TYPE,SCHOOL,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE,YEAR
8218528,NORTH AYRSHIRE,PRIMARY,ST JOHN OGILVIE PRIMARY SCHOOL,11.5,174,49,92.69,1819
8214425,NORTH AYRSHIRE,PRIMARY,ST JOHN'S PRIMARY SCHOOL STEVENSTON,8.8,96,68,92.93,1819
8217025,NORTH AYRSHIRE,PRIMARY,ST LUKE'S PRIMARY SCHOOL,15.4,226,17,96.17,1819
8217521,NORTH AYRSHIRE,PRIMARY,ST MARK'S PRIMARY SCHOOL IRVINE,16.2,275,24,93.11,1819
8213224,NORTH AYRSHIRE,PRIMARY,ST MARY'S PRIMARY SCHOOL LARGS,8.8,125,42,95.65,1819
8211027,NORTH AYRSHIRE,PRIMARY,ST PALLADIUS' PRIMARY SCHOOL,7.8,88,9,94.07,1819
8210721,NORTH AYRSHIRE,PRIMARY,ST PETER'S PRIMARY SCHOOL ARDROSSAN,11.7,190,65,93.8,1819
8213127,NORTH AYRSHIRE,PRIMARY,ST WINNING'S PRIMARY SCHOOL,10.3,114,55,93.81,1819
8210527,NORTH AYRSHIRE,PRIMARY,STANLEY PRIMARY SCHOOL,27.0,454,68,94.32,1819
8214522,NORTH AYRSHIRE,PRIMARY,WEST KILBRIDE PRIMARY SCHOOL,20.9,339,35,95.24,1819
8216924,NORTH AYRSHIRE,PRIMARY,WHITEHIRST PARK PRIMARY SCHOOL,13.1,261,93,95.86,1819
8200726,NORTH AYRSHIRE,PRIMARY,WHITING BAY PRIMARY SCHOOL,4.8,61,17,95.76,1819
8210624,NORTH AYRSHIRE,PRIMARY,WINTON PRIMARY SCHOOL,11.0,138,25,94.4,1819
8212422,NORTH AYRSHIRE,PRIMARY,WOODLANDS PRIMARY SCHOOL,21.0,383,149,92.6,1819
8214638,NORTH AYRSHIRE,SECONDARY,ARDROSSAN ACADEMY,71.1,847,260,88.75,1819
8200831,NORTH AYRSHIRE,SECONDARY,ARRAN HIGH SCHOOL,25.6,241,75,93.89,1819
8216134,NORTH AYRSHIRE,SECONDARY,AUCHENHARVIE ACADEMY,59.6,668,251,90.58,1819
8215634,NORTH AYRSHIRE,SECONDARY,GARNOCK COMMUNITY CAMPUSSECONDARY,75.4,1016,366,90.5,1819
8215030,NORTH AYRSHIRE,SECONDARY,GREENWOOD ACADEMY,90.9,1260,371,88.86,1819
8215138,NORTH AYRSHIRE,SECONDARY,IRVINE ROYAL ACADEMY,58.8,702,336,88.39,1819
8217831,NORTH AYRSHIRE,SECONDARY,KILWINNING ACADEMY,70.2,883,339,90.51,1819
8215839,NORTH AYRSHIRE,SECONDARY,LARGS ACADEMY,76.8,1033,290,89.46,1819
8210039,NORTH AYRSHIRE,SECONDARY,ST MATTHEW'S ACADEMY,97.0,1197,376,89.08,1819
8217742,NORTH AYRSHIRE,SPECIAL,HAYSHOLM SCHOOL,7.8,28,28,91.19,1819
8217440,NORTH AYRSHIRE,SPECIAL,JAMES MCFARLANE SCHOOL,10.4,33,33,89.08,1819
8216541,NORTH AYRSHIRE,SPECIAL,JAMES REID SCHOOL,11.8,77,77,93.17,1819
8217149,NORTH AYRSHIRE,SPECIAL,STANECASTLE SCHOOL,10.0,67,67,89.83,1819
8357021,NORTH LANARKSHIRE,PRIMARY,ABRONHILL PRIMARY SCHOOL,10.6,169,17,94.49,1819
8519323,NORTH LANARKSHIRE,PRIMARY,AITKENHEAD PRIMARY SCHOOL,10.2,178,14,95.37,1819
8516421,NORTH LANARKSHIRE,PRIMARY,ALEXANDER PEDEN PRIMARY SCHOOL,13.2,196,74,91.94,1819
8500320,NORTH LANARKSHIRE,PRIMARY,ALL SAINTS PRIMARY SCHOOL,15.4,264,5,94.5,1819
8510326,NORTH LANARKSHIRE,PRIMARY,ALLANTON PRIMARY SCHOOL,6.4,85,12,92.93,1819
8340129,NORTH LANARKSHIRE,PRIMARY,AUCHINLOCH PRIMARY SCHOOL,8.0,101,13,97.12,1819
8359229,NORTH LANARKSHIRE,PRIMARY,BAIRD MEMORIAL PRIMARY SCHOOL,9.8,148,,95.86,1819
8358427,NORTH LANARKSHIRE,PRIMARY,BALMALLOCH PRIMARY SCHOOL,18.6,351,33,95.18,1819
8358028,NORTH LANARKSHIRE,PRIMARY,BANTON PRIMARY SCHOOL,3.5,39,6,92.32,1819
8501726,NORTH LANARKSHIRE,PRIMARY,BARGEDDIE PRIMARY SCHOOL,11.6,131,16,93.68,1819
8515328,NORTH LANARKSHIRE,PRIMARY,BERRYHILL PRIMARY SCHOOL,16.4,209,43,87.98,1819
8501920,NORTH LANARKSHIRE,PRIMARY,CALDERBANK PRIMARY SCHOOL,5.2,62,,95.39,1819
8510024,NORTH LANARKSHIRE,PRIMARY,CALDERBRIDGE PRIMARY SCHOOL,19.2,307,41,92.83,1819
8511128,NORTH LANARKSHIRE,PRIMARY,CAMBUSNETHAN PRIMARY SCHOOL,11.8,204,23,94.86,1819
8355622,NORTH LANARKSHIRE,PRIMARY,CARBRAIN PRIMARY SCHOOL,13.4,168,26,88.37,1819
8507627,NORTH LANARKSHIRE,PRIMARY,CARNBROE PRIMARY SCHOOL,14.0,267,12,95.87,1819
8512523,NORTH LANARKSHIRE,PRIMARY,CATHEDRAL PRIMARY SCHOOL,26.8,544,19,94.02,1819
8358125,NORTH LANARKSHIRE,PRIMARY,CHAPELGREEN PRIMARY SCHOOL,3.3,32,,93.41,1819
8511527,NORTH LANARKSHIRE,PRIMARY,CHAPELHALL PRIMARY SCHOOL,17.0,313,22,94.56,1819
8500428,NORTH LANARKSHIRE,PRIMARY,CHAPELSIDE PRIMARY SCHOOL,14.2,173,43,92.15,1819
8518521,NORTH LANARKSHIRE,PRIMARY,CHRIST THE KING PRIMARY SCHOOL,14.8,208,58,94.81,1819
8341125,NORTH LANARKSHIRE,PRIMARY,CHRYSTON PRIMARY SCHOOL,18.1,329,38,95.58,1819
8502226,NORTH LANARKSHIRE,PRIMARY,CLARKSTON PRIMARY SCHOOL,20.2,374,28,94.41,1819
8511721,NORTH LANARKSHIRE,PRIMARY,CLELAND PRIMARY SCHOOL,10.0,149,6,94.26,1819
8355223,NORTH LANARKSHIRE,PRIMARY,CONDORRAT PRIMARY SCHOOL,16.4,263,72,95.82,1819
8502021,NORTH LANARKSHIRE,PRIMARY,CORPUS CHRISTI PRIMARY SCHOOL,7.4,115,29,94.6,1819
8355525,NORTH LANARKSHIRE,PRIMARY,CUMBERNAULD PRIMARY SCHOOL,19.1,377,9,95.88,1819
8514526,NORTH LANARKSHIRE,PRIMARY,DYKEHEAD PRIMARY SCHOOL,15.6,230,21,92.69,1819
8359822,NORTH LANARKSHIRE,PRIMARY,EASTFIELD PRIMARY SCHOOL,18.2,340,35,95.57,1819
8341222,NORTH LANARKSHIRE,PRIMARY,GARTCOSH PRIMARY SCHOOL,13.4,214,14,96.45,1819
8504326,NORTH LANARKSHIRE,PRIMARY,GLENBOIG PRIMARY SCHOOL,9.0,127,30,94.74,1819
8512620,NORTH LANARKSHIRE,PRIMARY,GLENCAIRN PRIMARY SCHOOL,26.8,339,18,94.08,1819
8504822,NORTH LANARKSHIRE,PRIMARY,GLENGOWAN PRIMARY SCHOOL CALDERCRUIX,11.0,164,44,93.65,1819
8341427,NORTH LANARKSHIRE,PRIMARY,GLENMANOR PRIMARY SCHOOL,16.0,301,36,93.73,1819
8500622,NORTH LANARKSHIRE,PRIMARY,GOLFHILL PRIMARY SCHOOL,10.7,164,14,94.79,1819
8504520,NORTH LANARKSHIRE,PRIMARY,GREENGAIRS PRIMARY SCHOOL,8.1,103,7,94.7,1819
8502625,NORTH LANARKSHIRE,PRIMARY,GREENHILL PRIMARY SCHOOL,16.6,263,24,92.47,1819
1004867,NORTH LANARKSHIRE,PRIMARY,HILLTOP PRIMARY SCHOOL,34.6,436,95,89.99,1819
8355428,NORTH LANARKSHIRE,PRIMARY,HOLY CROSS PRIMARY SCHOOL,16.8,324,37,94.75,1819
8512221,NORTH LANARKSHIRE,PRIMARY,HOLY FAMILY PRIMARY SCHOOL,9.6,184,20,93.28,1819
8512027,NORTH LANARKSHIRE,PRIMARY,HOLYTOWN PRIMARY SCHOOL,15.2,251,21,94.28,1819
8513821,NORTH LANARKSHIRE,PRIMARY,KEIR HARDIE MEMORIAL SCHOOL,11.4,202,19,92.8,1819
8355924,NORTH LANARKSHIRE,PRIMARY,KILDRUM PRIMARY SCHOOL,17.6,298,67,93.55,1819
8358222,NORTH LANARKSHIRE,PRIMARY,KILSYTH PRIMARY SCHOOL,10.0,127,20,91.93,1819
8504628,NORTH LANARKSHIRE,PRIMARY,KIRK O' SHOTTS PRIMARY SCHOOL,6.0,63,6,92.4,1819
8502722,NORTH LANARKSHIRE,PRIMARY,KIRKSHAWS PRIMARY SCHOOL,15.2,229,26,92.19,1819
8512728,NORTH LANARKSHIRE,PRIMARY,KNOWETOP PRIMARY SCHOOL,32.2,474,40,95.98,1819
8512825,NORTH LANARKSHIRE,PRIMARY,LADYWELL PRIMARY SCHOOL,21.7,386,11,94.06,1819
8502927,NORTH LANARKSHIRE,PRIMARY,LANGLOAN PRIMARY SCHOOL,13.0,224,19,93.78,1819
8510520,NORTH LANARKSHIRE,PRIMARY,LAWMUIR PRIMARY SCHOOL,19.2,284,33,91.9,1819
8512922,NORTH LANARKSHIRE,PRIMARY,LOGANS PRIMARY SCHOOL,12.6,147,8,90.82,1819
8512329,NORTH LANARKSHIRE,PRIMARY,MORNINGSIDE PRIMARY SCHOOL,12.6,231,15,95.49,1819
8512124,NORTH LANARKSHIRE,PRIMARY,MOSSEND PRIMARY SCHOOL,23.3,372,43,92.82,1819
8513023,NORTH LANARKSHIRE,PRIMARY,MUIR STREET PRIMARY SCHOOL,19.2,298,10,91.82,1819
8513120,NORTH LANARKSHIRE,PRIMARY,MUIRHOUSE PRIMARY SCHOOL,19.2,342,71,93.7,1819
8513422,NORTH LANARKSHIRE,PRIMARY,NETHERTON PRIMARY SCHOOL,11.4,182,31,94.92,1819
8504725,NORTH LANARKSHIRE,PRIMARY,NEW MONKLAND PRIMARY SCHOOL,11.0,159,25,93.34,1819
8514224,NORTH LANARKSHIRE,PRIMARY,NEW STEVENSTON PRIMARY SCHOOL,22.4,294,42,93.5,1819
8513627,NORTH LANARKSHIRE,PRIMARY,NEWARTHILL PRIMARY SCHOOL,8.8,139,12,92.88,1819
8513929,NORTH LANARKSHIRE,PRIMARY,NEWMAINS PRIMARY SCHOOL,13.0,188,38,91.85,1819
8510628,NORTH LANARKSHIRE,PRIMARY,NOBLE PRIMARY SCHOOL,15.2,265,44,94.88,1819
8503028,NORTH LANARKSHIRE,PRIMARY,OLD MONKLAND PRIMARY SCHOOL,9.6,128,36,89.6,1819
1003488,NORTH LANARKSHIRE,PRIMARY,ORCHARD PRIMARY SCHOOL,25.0,237,76,93.68,1819
8511322,NORTH LANARKSHIRE,PRIMARY,OUR LADY & ST FRANCIS PRIMARY SCHOOL,17.4,303,34,94.96,1819
8504423,NORTH LANARKSHIRE,PRIMARY,OUR LADY & ST JOSEPH'S PRIMARY SCHOOL,9.0,151,26,93.94,1819
8505020,NORTH LANARKSHIRE,PRIMARY,PLAINS PRIMARY SCHOOL,7.8,89,11,94.51,1819
8359121,NORTH LANARKSHIRE,PRIMARY,RAVENSWOOD PRIMARY SCHOOL,12.6,233,49,94.99,1819
8500924,NORTH LANARKSHIRE,PRIMARY,ROCHSOLLOCH PRIMARY SCHOOL,15.8,289,22,95.63,1819
8510725,NORTH LANARKSHIRE,PRIMARY,SACRED HEART PRIMARY SCHOOL BELLSHILL,16.8,262,72,93.01,1819
8504024,NORTH LANARKSHIRE,PRIMARY,SHAWHEAD PRIMARY SCHOOL,5.8,54,13,92.35,1819
8504121,NORTH LANARKSHIRE,PRIMARY,SIKESIDE PRIMARY SCHOOL,6.9,84,21,93.15,1819
8515824,NORTH LANARKSHIRE,PRIMARY,ST AIDAN'S PRIMARY SCHOOL,17.2,251,23,95.4,1819
8511624,NORTH LANARKSHIRE,PRIMARY,ST ALOYSIUS' PRIMARY SCHOOL,14.4,278,23,94.51,1819
8501025,NORTH LANARKSHIRE,PRIMARY,ST ANDREW'S PRIMARY SCHOOL,12.4,163,57,94.38,1819
8300429,NORTH LANARKSHIRE,PRIMARY,ST ANDREW'S PRIMARY SCHOOL CUMBERNAULD,12.0,204,19,97.33,1819
8503125,NORTH LANARKSHIRE,PRIMARY,ST AUGUSTINE'S PRIMARY SCHOOL,18.2,339,40,94.85,1819
8341621,NORTH LANARKSHIRE,PRIMARY,ST BARBARA'S PRIMARY SCHOOL,12.4,213,7,95.94,1819
8503222,NORTH LANARKSHIRE,PRIMARY,ST BARTHOLOMEW'S PRIMARY SCHOOL,15.6,205,26,92.65,1819
8513228,NORTH LANARKSHIRE,PRIMARY,ST BERNADETTE'S PRIMARY SCHOOL,10.7,157,32,94.66,1819
8503427,NORTH LANARKSHIRE,PRIMARY,ST BERNARD'S PRIMARY SCHOOL,10.1,174,14,93.25,1819
8513325,NORTH LANARKSHIRE,PRIMARY,ST BRENDAN'S PRIMARY SCHOOL,15.6,259,28,94.73,1819
8514127,NORTH LANARKSHIRE,PRIMARY,ST BRIGID'S PRIMARY SCHOOL,10.6,174,17,93.1,1819
8505128,NORTH LANARKSHIRE,PRIMARY,ST DAVID'S PRIMARY SCHOOL,10.2,142,17,93.83,1819
8501122,NORTH LANARKSHIRE,PRIMARY,ST DOMINIC'S PRIMARY SCHOOL & NURSERY,9.0,157,13,94.46,1819
8501327,NORTH LANARKSHIRE,PRIMARY,ST EDWARD'S PRIMARY SCHOOL,11.6,189,18,92.82,1819
8510822,NORTH LANARKSHIRE,PRIMARY,ST GERARD'S PRIMARY SCHOOL,10.2,219,30,92.98,1819
8355320,NORTH LANARKSHIRE,PRIMARY,ST HELEN'S PRIMARY SCHOOL CUMBERNAULD,16.2,291,34,94.16,1819
8515921,NORTH LANARKSHIRE,PRIMARY,ST IGNATIUS' PRIMARY SCHOOL,11.8,188,36,93.84,1819
8340820,NORTH LANARKSHIRE,PRIMARY,ST JOHN PAUL II PRIMARY SCHOOL,23.2,369,42,92.16,1819
8341028,NORTH LANARKSHIRE,PRIMARY,ST JOSEPH'S PRIMARY SCHOOL STEPPS,12.2,212,18,96.66,1819
8501823,NORTH LANARKSHIRE,PRIMARY,ST KEVIN'S PRIMARY SCHOOL,8.8,140,8,94.4,1819
8356726,NORTH LANARKSHIRE,PRIMARY,ST LUCY'S PRIMARY SCHOOL,26.6,270,84,93.69,1819
8357323,NORTH LANARKSHIRE,PRIMARY,ST MARGARET OF SCOTLAND PRIMARY SCHOOL,22.8,234,77,91.33,1819
8502129,NORTH LANARKSHIRE,PRIMARY,ST MARY'S PRIMARY SCHOOL CALDERCRUIX,7.0,77,15,93.43,1819
8511829,NORTH LANARKSHIRE,PRIMARY,ST MARY'S PRIMARY SCHOOL CLELAND,8.4,130,21,93.76,1819
8505322,NORTH LANARKSHIRE,PRIMARY,ST MARY'S PRIMARY SCHOOL COATBRIDGE,13.6,249,17,95.17,1819
8356823,NORTH LANARKSHIRE,PRIMARY,ST MARY'S PRIMARY SCHOOL CUMBERNAULD,8.0,124,19,91.6,1819
8341524,NORTH LANARKSHIRE,PRIMARY,ST MICHAEL'S PRIMARY SCHOOL,15.2,281,49,94.76,1819
8503621,NORTH LANARKSHIRE,PRIMARY,ST MONICA'S PRIMARY SCHOOL,13.6,228,49,92.26,1819
8503729,NORTH LANARKSHIRE,PRIMARY,ST PATRICK'S PRIMARY SCHOOL COATBRIDGE,18.0,335,26,93.67,1819
8358826,NORTH LANARKSHIRE,PRIMARY,ST PATRICK'S PRIMARY SCHOOL KILSYTH,13.4,251,37,93.85,1819
8514321,NORTH LANARKSHIRE,PRIMARY,ST PATRICK'S PRIMARY SCHOOL NEW STEVENSTON,10.0,163,11,93.39,1819
8514623,NORTH LANARKSHIRE,PRIMARY,ST PATRICK'S PRIMARY SCHOOL SHOTTS,13.8,245,23,92.68,1819
8501424,NORTH LANARKSHIRE,PRIMARY,ST SERF'S PRIMARY SCHOOL,16.0,188,58,89.68,1819
8503826,NORTH LANARKSHIRE,PRIMARY,ST STEPHEN'S PRIMARY SCHOOL COATBRIDGE,22.6,273,57,92.28,1819
8513724,NORTH LANARKSHIRE,PRIMARY,ST TERESA'S PRIMARY SCHOOL,13.0,244,69,92.09,1819
8516227,NORTH LANARKSHIRE,PRIMARY,ST THOMAS' PRIMARY SCHOOL WISHAW,17.1,277,79,93.39,1819
8503923,NORTH LANARKSHIRE,PRIMARY,ST TIMOTHY'S PRIMARY SCHOOL,27.2,472,57,91.4,1819
8514720,NORTH LANARKSHIRE,PRIMARY,STANE PRIMARY SCHOOL,10.0,148,16,93.08,1819
8341729,NORTH LANARKSHIRE,PRIMARY,STEPPS PRIMARY SCHOOL,20.5,392,15,96.53,1819
8514828,NORTH LANARKSHIRE,PRIMARY,TANNOCHSIDE PRIMARY SCHOOL,22.4,357,29,92.08,1819
8516324,NORTH LANARKSHIRE,PRIMARY,THORNLIE PRIMARY SCHOOL,12.4,177,35,92.5,1819
8501521,NORTH LANARKSHIRE,PRIMARY,TOLLBRAE PRIMARY SCHOOL,15.6,274,92,93.38,1819
8504229,NORTH LANARKSHIRE,PRIMARY,TOWNHEAD PRIMARY SCHOOL,11.5,128,20,94.49,1819
8501629,NORTH LANARKSHIRE,PRIMARY,VICTORIA PRIMARY SCHOOL,12.8,195,37,91.67,1819
8359423,NORTH LANARKSHIRE,PRIMARY,WESTFIELD PRIMARY SCHOOL,14.8,277,44,95.27,1819
8359024,NORTH LANARKSHIRE,PRIMARY,WHITELEES PRIMARY SCHOOL,15.0,252,21,95.84,1819
8515220,NORTH LANARKSHIRE,PRIMARY,WISHAW ACADEMY PRIMARY SCHOOL,17.6,306,57,93.77,1819
8357226,NORTH LANARKSHIRE,PRIMARY,WOODLANDS PRIMARY SCHOOL,14.6,279,76,92.08,1819
8505438,NORTH LANARKSHIRE,SECONDARY,AIRDRIE ACADEMY,74.9,1051,189,86.85,1819
8516634,NORTH LANARKSHIRE,SECONDARY,BELLSHILL ACADEMY,54.3,677,146,87.64,1819
8516839,NORTH LANARKSHIRE,SECONDARY,BRAIDHURST HIGH SCHOOL,51.0,608,141,87.05,1819
8519234,NORTH LANARKSHIRE,SECONDARY,BRANNOCK HIGH SCHOOL,53.8,572,129,86.32,1819
8517231,NORTH LANARKSHIRE,SECONDARY,CALDERHEAD HIGH SCHOOL,38.7,457,137,86.16,1819
8505632,NORTH LANARKSHIRE,SECONDARY,CALDERVALE HIGH SCHOOL,83.6,1074,287,86.82,1819
8518637,NORTH LANARKSHIRE,SECONDARY,CARDINAL NEWMAN HIGH SCHOOL,68.9,932,193,87.66,1819
8342334,NORTH LANARKSHIRE,SECONDARY,CHRYSTON HIGH SCHOOL,63.3,838,109,91.09,1819
8517932,NORTH LANARKSHIRE,SECONDARY,CLYDE VALLEY HIGH SCHOOL,54.2,684,321,84.76,1819
8506132,NORTH LANARKSHIRE,SECONDARY,COATBRIDGE HIGH SCHOOL,74.8,1017,169,85.38,1819
8517738,NORTH LANARKSHIRE,SECONDARY,COLTNESS HIGH SCHOOL,69.4,933,270,86.13,1819
1002732,NORTH LANARKSHIRE,SECONDARY,CUMBERNAULD ACADEMY,72.7,875,171,87.55,1819
8516936,NORTH LANARKSHIRE,SECONDARY,DALZIEL HIGH SCHOOL,79.2,975,83,91.25,1819
8357331,NORTH LANARKSHIRE,SECONDARY,GREENFAULDS HIGH SCHOOL,102.6,1403,416,89.72,1819
8358532,NORTH LANARKSHIRE,SECONDARY,KILSYTH ACADEMY,45.5,513,175,90.57,1819
8517134,NORTH LANARKSHIRE,SECONDARY,OUR LADY'S HIGH SCHOOL,53.4,708,116,89.51,1819
8357439,NORTH LANARKSHIRE,SECONDARY,OUR LADY'S HIGH SCHOOL CUMBERNAULD,66.3,944,158,89.16,1819
8517436,NORTH LANARKSHIRE,SECONDARY,ST AIDAN'S HIGH SCHOOL,79.1,1030,164,88.33,1819
8506736,NORTH LANARKSHIRE,SECONDARY,ST AMBROSE HIGH SCHOOL,96.7,1303,205,87.35,1819
8500037,NORTH LANARKSHIRE,SECONDARY,ST ANDREW'S HIGH SCHOOL,93.8,1323,181,85.96,1819
8505934,NORTH LANARKSHIRE,SECONDARY,ST MARGARET'S HIGH SCHOOL,82.6,1108,129,87.15,1819
8358931,NORTH LANARKSHIRE,SECONDARY,ST MAURICE'S HIGH SCHOOL,73.1,985,127,90.6,1819
8519137,NORTH LANARKSHIRE,SECONDARY,TAYLOR HIGH SCHOOL,64.8,865,120,89.3,1819
8518149,NORTH LANARKSHIRE,SPECIAL,BOTHWELLPARK HIGH SCHOOL,12.4,43,43,92.53,1819
1001930,NORTH LANARKSHIRE,SPECIAL,BUCHANAN HIGH,24.4,137,137,89.41,1819
8518246,NORTH LANARKSHIRE,SPECIAL,CLYDEVIEW SCHOOL,10.4,38,38,92.54,1819
1001922,NORTH LANARKSHIRE,SPECIAL,DRUMPARK PRIMARY SCHOOL,21.5,129,129,91.95,1819
8518548,NORTH LANARKSHIRE,SPECIAL,FALLSIDE SECONDARY SCHOOL,8.0,18,18,48.08,1819
1000047,NORTH LANARKSHIRE,SPECIAL,FIRPARK PRIMARY SCHOOL,22.2,119,119,91.56,1819
1000144,NORTH LANARKSHIRE,SPECIAL,FIRPARK SECONDARY SCHOOL,32.0,145,145,88.02,1819
8357544,NORTH LANARKSHIRE,SPECIAL,GLENCRYAN SCHOOL,31.0,179,179,88.17,1819
8507848,NORTH LANARKSHIRE,SPECIAL,MAVISBANK SCHOOL,7.0,29,29,77.44,1819
8350647,NORTH LANARKSHIRE,SPECIAL,PENTLAND SCHOOL,10.6,26,26,86.93,1819
8507945,NORTH LANARKSHIRE,SPECIAL,PORTLAND HIGH SCHOOL,9.6,23,23,57.72,1819
8351147,NORTH LANARKSHIRE,SPECIAL,REDBURN SCHOOL,25.1,114,114,91.78,1819
8550743,NORTH LANARKSHIRE,SPECIAL,WILLOWBANK SCHOOL,13.0,44,44,51.56,1819
6000223,ORKNEY ISLANDS,PRIMARY,BURRAY PRIMARY SCHOOL,4.3,44,15,95.92,1819
6000428,ORKNEY ISLANDS,PRIMARY,DOUNBY PRIMARY SCHOOL,8.6,135,40,94.56,1819
6000525,ORKNEY ISLANDS,PRIMARY,EDAY PRIMARY SCHOOL,1.1,8,,,1819
6002927,ORKNEY ISLANDS,PRIMARY,EVIE PRIMARY SCHOOL,4.1,50,12,95.63,1819
6000924,ORKNEY ISLANDS,PRIMARY,FIRTH PRIMARY SCHOOL,5.6,71,11,95.96,1819
6003427,ORKNEY ISLANDS,PRIMARY,GLAITNESS SCHOOL,18.3,192,75,94.22,1819
6001521,ORKNEY ISLANDS,PRIMARY,HOPE PRIMARY SCHOOL,5.6,69,12,96.57,1819
6002838,ORKNEY ISLANDS,PRIMARY,NORTH WALLS PRIMARY SCHOOL,2.7,21,13,95.68,1819
6001823,ORKNEY ISLANDS,PRIMARY,ORPHIR PRIMARY SCHOOL,4.0,37,9,96.88,1819
6001920,ORKNEY ISLANDS,PRIMARY,PAPA WESTRAY PRIMARY SCHOOL,1.4,4,,,1819
6001629,ORKNEY ISLANDS,PRIMARY,PAPDALE PRIMARY SCHOOL,25.3,458,132,95.17,1819
6002129,ORKNEY ISLANDS,PRIMARY,ROUSAY PRIMARY SCHOOL,1.4,14,,94.81,1819
6003230,ORKNEY ISLANDS,PRIMARY,SANDAY SECONDARY SCHOOL,3.0,30,19,95.48,1819
6003621,ORKNEY ISLANDS,PRIMARY,SHAPINSAY PRIMARY SCHOOL,2.5,19,,95.84,1819
6003729,ORKNEY ISLANDS,PRIMARY,ST ANDREWS PRIMARY SCHOOL,10.6,171,72,95.93,1819
6002420,ORKNEY ISLANDS,PRIMARY,STENNESS PRIMARY SCHOOL,2.9,36,,95.7,1819
6002528,ORKNEY ISLANDS,PRIMARY,STROMNESS PRIMARY SCHOOL,9.7,140,16,94.84,1819
6003834,ORKNEY ISLANDS,PRIMARY,STRONSAY SECONDARY SCHOOL,2.9,27,10,94.03,1819
6003036,ORKNEY ISLANDS,PRIMARY,WESTRAY SECONDARY SCHOOL,4.1,47,12,95.43,1819
6002730,ORKNEY ISLANDS,SECONDARY,KIRKWALL GRAMMAR SCHOOL,73.1,813,221,91.98,1819
6003230,ORKNEY ISLANDS,SECONDARY,SANDAY SECONDARY SCHOOL,5.1,27,,96.61,1819
6003532,ORKNEY ISLANDS,SECONDARY,STROMNESS ACADEMY,36.4,328,122,90.33,1819
6003834,ORKNEY ISLANDS,SECONDARY,STRONSAY SECONDARY SCHOOL,5.1,12,,94.88,1819
6003036,ORKNEY ISLANDS,SECONDARY,WESTRAY SECONDARY SCHOOL,5.6,31,,96.36,1819
5340128,PERTH & KINROSS,PRIMARY,ABERNETHY PRIMARY SCHOOL,8.1,128,25,96.3,1819
5340225,PERTH & KINROSS,PRIMARY,ABERNYTE PRIMARY SCHOOL,1.3,10,,,1819
5340322,PERTH & KINROSS,PRIMARY,ABERUTHVEN PRIMARY SCHOOL,2.7,21,7,90.69,1819
5352223,PERTH & KINROSS,PRIMARY,ALYTH PRIMARY SCHOOL,11.5,166,41,94.15,1819
5340721,PERTH & KINROSS,PRIMARY,ARNGASK PRIMARY SCHOOL,5.2,77,12,95.76,1819
5340829,PERTH & KINROSS,PRIMARY,AUCHTERGAVEN PRIMARY SCHOOL,7.8,119,26,96.29,1819
5340926,PERTH & KINROSS,PRIMARY,BALBEGGIE PRIMARY SCHOOL,4.1,63,13,96.01,1819
5347327,PERTH & KINROSS,PRIMARY,BALHOUSIE PRIMARY SCHOOL,7.7,108,48,93.9,1819
5341124,PERTH & KINROSS,PRIMARY,BLACKFORD PRIMARY SCHOOL,5.2,62,5,96.87,1819
5341329,PERTH & KINROSS,PRIMARY,BLAIR ATHOLL PRIMARY SCHOOL,2.9,32,11,94.15,1819
5341728,PERTH & KINROSS,PRIMARY,BRACO PRIMARY SCHOOL,4.7,51,9,97.58,1819
5349834,PERTH & KINROSS,PRIMARY,BREADALBANE ACADEMY SECONDARY,15.5,179,58,92.83,1819
5341922,PERTH & KINROSS,PRIMARY,BURRELTON PRIMARY SCHOOL,5.6,72,12,94.62,1819
5342228,PERTH & KINROSS,PRIMARY,CLEISH PRIMARY SCHOOL,4.6,49,20,91.79,1819
5342422,PERTH & KINROSS,PRIMARY,COLLACE PRIMARY SCHOOL,2.9,18,,96.05,1819
5350034,PERTH & KINROSS,PRIMARY,COMMUNITY SCHOOL OF AUCHTERARDER SECONDARY,23.6,454,61,95.35,1819
5342627,PERTH & KINROSS,PRIMARY,COMRIE PRIMARY SCHOOL,9.6,147,61,94.75,1819
5350220,PERTH & KINROSS,PRIMARY,COUPAR ANGUS PRIMARY SCHOOL,14.3,154,83,93.92,1819
5346827,PERTH & KINROSS,PRIMARY,CRAIGIE PRIMARY SCHOOL,10.8,201,70,96.37,1819
5342724,PERTH & KINROSS,PRIMARY,CRIEFF PRIMARY SCHOOL,24.1,375,112,94.2,1819
5341825,PERTH & KINROSS,PRIMARY,DUNBARNEY PRIMARY SCHOOL,11.5,195,50,96.32,1819
5343127,PERTH & KINROSS,PRIMARY,DUNNING PRIMARY SCHOOL,7.9,115,27,96.97,1819
5343224,PERTH & KINROSS,PRIMARY,ERROL PRIMARY SCHOOL,12.3,202,71,95.72,1819
5343429,PERTH & KINROSS,PRIMARY,FORGANDENNY PRIMARY SCHOOL,4.4,50,8,96.38,1819
5343720,PERTH & KINROSS,PRIMARY,FOSSOWAY PRIMARY SCHOOL,6.9,93,27,96.1,1819
