EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
AB1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,1819,NI,99637.13
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1819,NI,1176.94
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,1819,SUPERANN,13206.02
AC1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,1819,SUPERANN,157023.52
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1819,SUPERANN,2642.97
AE1600,,GLEN URQUHART HIGH SCHOOL,1819,MISCELLANEOUS,71.25
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,1819,TRAINING,4490.39
AH1001,QUALIFICATION COURSE/BA,GLEN URQUHART HIGH SCHOOL,1819,EXTRA,1.23
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,1819,APPRENTICESHIP,5024.59
CA1000,,GLEN URQUHART HIGH SCHOOL,1819,DERV,64.71
CA2008,SPARES PARTS,GLEN URQUHART HIGH SCHOOL,1819,VEHICLE,211.75
CA4000,VEHICLES,GLEN URQUHART HIGH SCHOOL,1819,PURCHASE,13019.5
CB1006,HIRE CONT CHG FROM FLEET,GLEN URQUHART HIGH SCHOOL,1819,INT,1273.21
CB1007,MAINT O/CHG FROM FLEET,GLEN URQUHART HIGH SCHOOL,1819,VEHICLE,576.98
CC1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,1819,EDUCATIONAL,2463.0
CD1000,,GLEN URQUHART HIGH SCHOOL,1819,FARES,-346.85
CF1004,MILEAGE  NON TAXABLE,GLEN URQUHART HIGH SCHOOL,1819,TRAVEL,33.45
DA1000,PURCHASE,GLEN URQUHART HIGH SCHOOL,1819,EQUIPMENT,343.98
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,CLASSROOM,389.01
DB2000,,GLEN URQUHART HIGH SCHOOL,1819,GROCERIES,223.09
DB2010,,GLEN URQUHART HIGH SCHOOL,1819,FOOD,1421.55
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,2337.76
DD3003,COSTS  MONO,GLEN URQUHART HIGH SCHOOL,1819,MPS,4302.33
DD3004,COSTS  COLOUR,GLEN URQUHART HIGH SCHOOL,1819,MPS,1963.55
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,1511.37
DE1015,GENERAL,GLEN URQUHART HIGH SCHOOL,1819,CONSULTANTS,-90.0
DE2000,EXT CONTS  LABOUR,GLEN URQUHART HIGH SCHOOL,1819,PAYMENTS,151.88
DE2035,OF ENTERTAINERS,GLEN URQUHART HIGH SCHOOL,1819,PAYMENT,25.5
DF4001,CHARGES CORE SUPPLIER,GLEN URQUHART HIGH SCHOOL,1819,ICT,55.95
DF6001,LICENCES,GLEN URQUHART HIGH SCHOOL,1819,TV,150.5
DF7000,,GLEN URQUHART HIGH SCHOOL,1819,POSTAGES,1000.0
DF9000,TELEPHONES RENTAL,GLEN URQUHART HIGH SCHOOL,1819,LANDLINE,249.12
DG1000,,GLEN URQUHART HIGH SCHOOL,1819,ACCOMMODATION,57.6
DG4000,,GLEN URQUHART HIGH SCHOOL,1819,SUBSISTENCE,17.95
DK9500,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,MISCELLANEOUS,921.23
DK9600,ADMIN COSTS,GLEN URQUHART HIGH SCHOOL,1819,MISCELLANEOUS,332.5
EE1200,QUALIFICATIONS AUTHORITY,GLEN URQUHART HIGH SCHOOL,1819,SCOTT,18786.88
EF1003,ASSOCS/OTHER BODIES,GLEN URQUHART HIGH SCHOOL,1819,VOLUNTARY,86.0
KC1936,FEES/CHARGES,GLEN URQUHART HIGH SCHOOL,1819,OTHER,-196.0
KG2000,OF VEHICLES,GLEN URQUHART HIGH SCHOOL,1819,SALE,-3765.0
XH1050,ACCOUNT BALANCE,GLEN URQUHART HIGH SCHOOL,1819,REVENUE,4998.05
CC1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,1819,EDUCATIONAL,192.0
FA3000,FUNDS FOR SCHOOLS,GLEN URQUHART HIGH SCHOOL,1819,PROJECT,2200.0
KE3000,FROM WITHIN HLAND CNCL,GLEN URQUHART HIGH SCHOOL,1819,INCOME,-1628.0
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,1819,TRAINING,1073.0
AH1010,DEVELOPMENT,GLEN URQUHART HIGH SCHOOL,1819,STAFF,75.0
CC2000,HIRE,GLEN URQUHART HIGH SCHOOL,1819,CAR,43.58
CD1000,,GLEN URQUHART HIGH SCHOOL,1819,FARES,214.9
CF1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,1819,COURSES,38.4
DG1000,,GLEN URQUHART HIGH SCHOOL,1819,ACCOMMODATION,355.78
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,ART,161.45
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,109.49
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,36.65
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,192.69
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,580.56
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,256.79
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,382.94
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,10.52
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,95.78
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,129.56
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,1017.49
DA4556,ECONOMICS SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,HOME,2084.78
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,104.12
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,ART,34.83
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,32.08
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,508.7
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,214.24
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,957.95
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,95.65
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,1194.18
DA4554,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,MUSICAL,547.26
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,117.0
DA4553,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,PE,692.86
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,30.58
DA4555,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,SCIENTIFIC,1315.28
DD2000,,GLEN URQUHART HIGH SCHOOL,1819,STATIONERY,199.46
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,556.41
DA4552,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,WOOD/METALWORK,275.76
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,125.49
DD3000,LEASE CHARGE,GLEN URQUHART HIGH SCHOOL,1819,PHOTOCOPY,25.0
DD3001,NO OF COPIES CHG,GLEN URQUHART HIGH SCHOOL,1819,PHOTOCOPY,565.79
DA5000,,GLEN URQUHART HIGH SCHOOL,1819,FURNISHINGS,332.75
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1819,BOOKS,6744.55
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,1819,APT&C,28.0
AA1100,PERMANENT  BASIC PAY,GLEN URQUHART HIGH SCHOOL,1819,TEACHERS,2060.0
AA1101,COVER BASIC PAY,GLEN URQUHART HIGH SCHOOL,1819,SUPPLY,1020.12
AA1103,STAFF EDUCATION BASIC PAY,GLEN URQUHART HIGH SCHOOL,1819,AUX,665.05
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,1819,NI,44.22
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1819,NI,59.98
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,1819,SUPERANN,124.09
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1819,SUPERANN,175.47
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,1819,APPRENTICESHIP,3.01
DA1000,PURCHASE,GLEN URQUHART HIGH SCHOOL,1819,EQUIPMENT,818.75
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1819,CLASSROOM,4445.12
KA3000,GRANTS SPECIFIC GRANTS,GLEN URQUHART HIGH SCHOOL,1819,GOVT,-9425.75
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,APT&C,45787.13
AA1100,PERMANENT  BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,TEACHERS,979854.45
AA1101,COVER BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,SUPPLY,17686.02
AA1110,TECH'N BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,LABORATORY,20338.56
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,1920,NI,4791.78
AB1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,1920,NI,107377.91
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1920,NI,1276.13
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,1920,SUPERANN,12787.52
AC1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,1920,SUPERANN,196263.92
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1920,SUPERANN,3877.79
AE1600,,GLEN URQUHART HIGH SCHOOL,1920,MISCELLANEOUS,62.5
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,1920,TRAINING,3092.25
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,1920,APPRENTICESHIP,5348.34
BH2000,MATERIALS/EQUIPMENT,GLEN URQUHART HIGH SCHOOL,1920,CLEANING,16.95
CA4000,VEHICLES,GLEN URQUHART HIGH SCHOOL,1920,PURCHASE,13000.0
CB1006,HIRE CONT CHG FROM FLEET,GLEN URQUHART HIGH SCHOOL,1920,INT,1273.2
CC1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,1920,EDUCATIONAL,1301.25
CD1000,,GLEN URQUHART HIGH SCHOOL,1920,FARES,230.0
CF1004,MILEAGE  NON TAXABLE,GLEN URQUHART HIGH SCHOOL,1920,TRAVEL,197.21
DA1000,PURCHASE,GLEN URQUHART HIGH SCHOOL,1920,EQUIPMENT,521.02
DA4010,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,GARDEN/HORTICULTURAL,27.49
DA4040,PRODUCTS  TOWELS,GLEN URQUHART HIGH SCHOOL,1920,SANITARY,70.57
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,CLASSROOM,60.5
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,ART,41.31
DB2000,,GLEN URQUHART HIGH SCHOOL,1920,GROCERIES,-30.07
DB2010,,GLEN URQUHART HIGH SCHOOL,1920,FOOD,1248.2
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,1920.21
DD3003,COSTS  MONO,GLEN URQUHART HIGH SCHOOL,1920,MPS,2585.06
DD3004,COSTS  COLOUR,GLEN URQUHART HIGH SCHOOL,1920,MPS,1279.99
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,323.06
DF4001,CHARGES CORE SUPPLIER,GLEN URQUHART HIGH SCHOOL,1920,ICT,171.03
DF6001,LICENCES,GLEN URQUHART HIGH SCHOOL,1920,TV,305.0
DF7000,,GLEN URQUHART HIGH SCHOOL,1920,POSTAGES,697.22
DF9000,TELEPHONES RENTAL,GLEN URQUHART HIGH SCHOOL,1920,LANDLINE,164.46
DG4000,,GLEN URQUHART HIGH SCHOOL,1920,SUBSISTENCE,12.58
DK9500,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,MISCELLANEOUS,1310.24
DK9600,ADMIN COSTS,GLEN URQUHART HIGH SCHOOL,1920,MISCELLANEOUS,269.07
EE1200,QUALIFICATIONS AUTHORITY,GLEN URQUHART HIGH SCHOOL,1920,SCOTT,18514.31
EF1003,ASSOCS/OTHER BODIES,GLEN URQUHART HIGH SCHOOL,1920,VOLUNTARY,-37.0
KC1936,FEES/CHARGES,GLEN URQUHART HIGH SCHOOL,1920,OTHER,-196.0
XH1050,ACCOUNT BALANCE,GLEN URQUHART HIGH SCHOOL,1920,REVENUE,-27451.47
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,192.6
KE3000,FROM WITHIN HLAND CNCL,GLEN URQUHART HIGH SCHOOL,1920,INCOME,-1378.0
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,1920,TRAINING,120.0
DG1000,,GLEN URQUHART HIGH SCHOOL,1920,ACCOMMODATION,4.17
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,ART,1098.16
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,78.48
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,430.25
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,327.5
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,236.57
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,1877.79
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,333.18
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,393.38
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,115.5
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,1394.86
DA4556,ECONOMICS SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,HOME,2134.86
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,11.98
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,2.99
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,ART,112.18
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,206.3
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,1179.85
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,467.05
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,1529.77
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,539.17
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,603.72
DA4554,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,MUSICAL,1230.08
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,90.9
DA4553,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,PE,848.87
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,55.78
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,394.45
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,299.72
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,292.9
DA4555,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,SCIENTIFIC,1632.87
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,196.67
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,495.5
DA4552,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,WOOD/METALWORK,349.03
DA4552,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,WOOD/METALWORK,2264.89
DD2000,,GLEN URQUHART HIGH SCHOOL,1920,STATIONERY,57.56
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,161.2
DD3000,LEASE CHARGE,GLEN URQUHART HIGH SCHOOL,1920,PHOTOCOPY,150.0
DD3001,NO OF COPIES CHG,GLEN URQUHART HIGH SCHOOL,1920,PHOTOCOPY,429.76
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,1920,BOOKS,415.19
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,APT&C,105.44
AA1100,PERMANENT  BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,TEACHERS,-60.0
AA1101,COVER BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,SUPPLY,331.99
AA1103,STAFF EDUCATION BASIC PAY,GLEN URQUHART HIGH SCHOOL,1920,AUX,335.5
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,1920,NI,19.02
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1920,NI,20.38
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,1920,SUPERANN,65.02
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,1920,SUPERANN,78.08
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,1920,APPRENTICESHIP,1.87
CC1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,1920,EDUCATIONAL,61.83
DA1000,PURCHASE,GLEN URQUHART HIGH SCHOOL,1920,EQUIPMENT,888.55
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,1920,CLASSROOM,5249.89
KA3000,GRANTS SPECIFIC GRANTS,GLEN URQUHART HIGH SCHOOL,1920,GOVT,-7024.66
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,APT&C,41600.88
AA1100,PERMANENT  BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,TEACHERS,1013959.25
AA1101,COVER BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,SUPPLY,8272.88
AA1103,STAFF EDUCATION BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,AUX,1696.08
AA1110,TECH'N BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,LABORATORY,20952.72
AA1250,PAY,GLEN URQUHART HIGH SCHOOL,2021,HOLIDAY,-0.86
AA1500,GENERAL,GLEN URQUHART HIGH SCHOOL,2021,OVERTIME,41.36
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,2021,NI,4998.68
AB1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,2021,NI,109608.35
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,2021,NI,702.99
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,2021,SUPERANN,12205.39
AC1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,2021,SUPERANN,226010.83
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,2021,SUPERANN,1470.11
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,2021,APPRENTICESHIP,5329.45
CB1006,HIRE CONT CHG FROM FLEET,GLEN URQUHART HIGH SCHOOL,2021,INT,2258.93
CC1000,TRAVEL,GLEN URQUHART HIGH SCHOOL,2021,EDUCATIONAL,124.06
CF1004,MILEAGE  NON TAXABLE,GLEN URQUHART HIGH SCHOOL,2021,TRAVEL,112.73
DA1000,PURCHASE,GLEN URQUHART HIGH SCHOOL,2021,EQUIPMENT,3446.02
DA4014,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,MEDICAL,108.64
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,CLASSROOM,10.16
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,ART,41.31
DA4556,ECONOMICS SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,HOME,63.62
DB2000,,GLEN URQUHART HIGH SCHOOL,2021,GROCERIES,36.1
DB2010,,GLEN URQUHART HIGH SCHOOL,2021,FOOD,348.04
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,1262.09
DD3003,COSTS  MONO,GLEN URQUHART HIGH SCHOOL,2021,MPS,1404.8
DD3004,COSTS  COLOUR,GLEN URQUHART HIGH SCHOOL,2021,MPS,1078.68
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,388.11
DF4001,CHARGES CORE SUPPLIER,GLEN URQUHART HIGH SCHOOL,2021,ICT,314.75
DF7000,,GLEN URQUHART HIGH SCHOOL,2021,POSTAGES,600.49
DF9000,TELEPHONES RENTAL,GLEN URQUHART HIGH SCHOOL,2021,LANDLINE,40.38
DK9500,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,MISCELLANEOUS,2517.2
DK9600,ADMIN COSTS,GLEN URQUHART HIGH SCHOOL,2021,MISCELLANEOUS,170.44
EE1200,QUALIFICATIONS AUTHORITY,GLEN URQUHART HIGH SCHOOL,2021,SCOTT,18542.83
KA2000,GRANTS NONSPECIFIC GRANT,GLEN URQUHART HIGH SCHOOL,2021,GOVT,-615.92
XH1050,ACCOUNT BALANCE,GLEN URQUHART HIGH SCHOOL,2021,REVENUE,-38123.44
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,122.66
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,2021,TRAINING,805.0
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,ART,814.2
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,64.5
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,252.98
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,86.0
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,66.93
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,1710.22
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,147.59
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,462.84
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,84.14
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,1050.52
DA4556,ECONOMICS SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,HOME,1383.81
DA4551,& CRAFT SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,ART,28.96
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,507.81
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,312.61
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,262.21
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,1459.35
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,217.36
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,1186.25
DA4554,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,MUSICAL,473.09
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,59.36
DA4553,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,PE,615.95
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,194.9
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,310.13
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,-10.54
DA4555,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,SCIENTIFIC,886.38
DD2000,,GLEN URQUHART HIGH SCHOOL,2021,STATIONERY,71.8
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,480.37
DA4552,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,WOOD/METALWORK,352.27
DA4552,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,WOOD/METALWORK,1552.34
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,99.4
DD3001,NO OF COPIES CHG,GLEN URQUHART HIGH SCHOOL,2021,PHOTOCOPY,147.14
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,142.22
DD4001,TEXT BOOKS/STATIONERY,GLEN URQUHART HIGH SCHOOL,2021,BOOKS,652.83
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,APT&C,1137.45
AA1103,STAFF EDUCATION BASIC PAY,GLEN URQUHART HIGH SCHOOL,2021,AUX,1791.37
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,2021,NI,65.84
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,2021,SUPERANN,544.64
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,2021,APPRENTICESHIP,13.97
DA4550,SUPPLIES,GLEN URQUHART HIGH SCHOOL,2021,CLASSROOM,380.06
KA3000,GRANTS SPECIFIC GRANTS,GLEN URQUHART HIGH SCHOOL,2021,GOVT,-3933.33
AA1001,BASIC PAY,GLEN URQUHART HIGH SCHOOL,2122,APT&C,40737.08
AA1100,PERMANENT  BASIC PAY,GLEN URQUHART HIGH SCHOOL,2122,TEACHERS,1016356.58
AA1101,COVER BASIC PAY,GLEN URQUHART HIGH SCHOOL,2122,SUPPLY,4447.96
AA1103,STAFF EDUCATION BASIC PAY,GLEN URQUHART HIGH SCHOOL,2122,AUX,15.74
AA1110,TECH'N BASIC PAY,GLEN URQUHART HIGH SCHOOL,2122,LABORATORY,21481.77
AA1250,PAY,GLEN URQUHART HIGH SCHOOL,2122,HOLIDAY,160.08
AA1500,GENERAL,GLEN URQUHART HIGH SCHOOL,2122,OVERTIME,2072.35
AB1000,NONTEACHERS,GLEN URQUHART HIGH SCHOOL,2122,NI,5046.72
AB1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,2122,NI,108475.29
AB1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,2122,NI,182.55
AC1000,NON TEACHERS,GLEN URQUHART HIGH SCHOOL,2122,SUPERANN,10663.85
AC1100,PERMANENT TEACHERS,GLEN URQUHART HIGH SCHOOL,2122,SUPERANN,220378.33
AC1101,SUPPLY COVER,GLEN URQUHART HIGH SCHOOL,2122,SUPERANN,528.87
AE1600,,GLEN URQUHART HIGH SCHOOL,2122,MISCELLANEOUS,2629.24
AH1000,COURSES,GLEN URQUHART HIGH SCHOOL,2122,TRAINING,914.0
AS1000,LEVY COST,GLEN URQUHART HIGH SCHOOL,2122,APPRENTICESHIP,5251.51
